price,date,ticker
109.82712229883415,2017-03-16,A
109.41778128903894,2017-03-17,A
109.26268620383128,2017-03-20,A
109.15865916961283,2017-03-21,A
109.59201397402276,2017-03-22,A
109.1792051523596,2017-03-23,A
109.83347382989604,2017-03-24,A
108.99212612197309,2017-03-27,A
108.87667229736903,2017-03-28,A
109.11567867513011,2017-03-29,A
110.14970695659157,2017-03-30,A
110.193384360099,2017-03-31,A
110.14327400337842,2017-04-03,A
109.68425503645079,2017-04-04,A
109.79211154929487,2017-04-05,A
108.89701873854071,2017-04-06,A
109.08632179090107,2017-04-07,A
108.17607176592361,2017-04-10,A
106.97790913533136,2017-04-11,A
106.64905188276357,2017-04-12,A
106.11364798173491,2017-04-13,A
106.55383329339755,2017-04-17,A
106.9106877870171,2017-04-18,A
105.71149390238746,2017-04-19,A
106.29742705474031,2017-04-20,A
105.03899798634544,2017-04-21,A
105.96703426972067,2017-04-24,A
107.36712012874791,2017-04-25,A
108.6208194926428,2017-04-26,A
108.9632436272641,2017-04-27,A
107.57288320385558,2017-04-28,A
108.03127019947732,2017-05-01,A
108.35427662464336,2017-05-02,A
109.18194160695627,2017-05-03,A
109.71029080642788,2017-05-04,A
109.68981407560253,2017-05-05,A
110.98990496310962,2017-05-08,A
111.36177549687392,2017-05-09,A
111.0122081014912,2017-05-10,A
111.01190922810297,2017-05-11,A
110.01130626168074,2017-05-12,A
110.17162372275988,2017-05-15,A
110.17803187059303,2017-05-16,A
110.19570682399144,2017-05-17,A
110.29063439657831,2017-05-18,A
111.24479607852692,2017-05-19,A
111.24161280899963,2017-05-22,A
110.01013582093175,2017-05-23,A
110.76888911924776,2017-05-24,A
111.6966162532818,2017-05-25,A
111.74628297709928,2017-05-26,A
113.25353439563817,2017-05-30,A
113.64918192700323,2017-05-31,A
115.62868405133601,2017-06-01,A
116.01725792321129,2017-06-02,A
116.95293107003178,2017-06-05,A
116.67816960489264,2017-06-06,A
115.075779256282,2017-06-07,A
116.9717350978082,2017-06-08,A
117.10670353137289,2017-06-09,A
117.82214878154537,2017-06-12,A
117.72421590630458,2017-06-13,A
118.08592369502983,2017-06-14,A
118.93240834542965,2017-06-15,A
120.38779792070359,2017-06-16,A
120.35281297437548,2017-06-19,A
120.49000836617397,2017-06-20,A
120.47502037526715,2017-06-21,A
120.25913142194942,2017-06-22,A
119.84080802849351,2017-06-23,A
120.08306159685034,2017-06-26,A
120.28304898318079,2017-06-27,A
120.91696662057332,2017-06-28,A
120.3165751209433,2017-06-29,A
120.41291993373277,2017-06-30,A
82.0,2016-07-01,B
82.39027880655584,2016-07-05,B
82.5652803416583,2016-07-06,B
83.28982590247573,2016-07-07,B
83.05130145004524,2016-07-08,B
83.03690171325026,2016-07-11,B
82.80883463604872,2016-07-12,B
81.9640349848397,2016-07-13,B
81.63938890786395,2016-07-14,B
81.33741770742532,2016-07-15,B
81.48823320866978,2016-07-18,B
82.10314711803804,2016-07-19,B
82.8846725271368,2016-07-20,B
82.63293088681507,2016-07-21,B
81.9617000080722,2016-07-22,B
81.3248953346761,2016-07-25,B
80.70318943513297,2016-07-26,B
80.7394111404197,2016-07-27,B
81.83180550111113,2016-07-28,B
80.95658815803478,2016-07-29,B
81.46514391615686,2016-08-01,B
81.13109903282427,2016-08-02,B
80.26017085643664,2016-08-03,B
80.35970150328237,2016-08-04,B
81.48344911553264,2016-08-05,B
82.06592814189158,2016-08-08,B
82.56118876268187,2016-08-09,B
82.26380284063097,2016-08-10,B
82.30163747725068,2016-08-11,B
83.93789798278286,2016-08-12,B
83.04507167400811,2016-08-15,B
83.80853376158022,2016-08-16,B
83.07677278681959,2016-08-17,B
83.6899265829473,2016-08-18,B
83.11858277067248,2016-08-19,B
83.88177540392275,2016-08-22,B
84.38855925172832,2016-08-23,B
84.4517053492405,2016-08-24,B
85.32826368391717,2016-08-25,B
85.25572455037593,2016-08-26,B
85.45369582981279,2016-08-29,B
82.89276617370653,2016-08-30,B
82.39310348285989,2016-08-31,B
82.09160159936978,2016-09-01,B
83.48634495003132,2016-09-02,B
83.39078350241046,2016-09-06,B
84.06191212588838,2016-09-07,B
85.02622285922729,2016-09-08,B
85.79473262046142,2016-09-09,B
85.95485776638273,2016-09-12,B
86.03017534219492,2016-09-13,B
86.18833955665835,2016-09-14,B
85.52461691096536,2016-09-15,B
85.32941725680423,2016-09-16,B
84.4754761789464,2016-09-19,B
84.70293734139364,2016-09-20,B
86.02555064275799,2016-09-21,B
86.42752100632038,2016-09-22,B
85.94386093393683,2016-09-23,B
85.40241852698998,2016-09-26,B
86.22175546963237,2016-09-27,B
85.21201731302669,2016-09-28,B
86.31887184621411,2016-09-29,B
85.59827573296502,2016-09-30,B
86.2984510276552,2016-10-03,B
85.08233689183996,2016-10-04,B
84.40225404818582,2016-10-05,B
83.89818943813344,2016-10-06,B
83.97041903721697,2016-10-07,B
85.32622922119015,2016-10-10,B
85.12565083476036,2016-10-11,B
85.12281542235286,2016-10-12,B
86.6259168504227,2016-10-13,B
85.80228123552082,2016-10-14,B
85.04070505031703,2016-10-17,B
85.36766756055604,2016-10-18,B
87.6204554310589,2016-10-19,B
89.02251393215508,2016-10-20,B
88.32782026095106,2016-10-21,B
89.22758484865925,2016-10-24,B
88.43672926219107,2016-10-25,B
89.45480054147143,2016-10-26,B
87.68355592039403,2016-10-27,B
88.64308822074702,2016-10-28,B
89.61785546585126,2016-10-31,B
90.55335571917013,2016-11-01,B
90.99335609151478,2016-11-02,B
92.22557006367231,2016-11-03,B
91.87016448900445,2016-11-04,B
91.16324495260513,2016-11-07,B
91.97947684341321,2016-11-08,B
92.9388398259952,2016-11-09,B
93.83216203753813,2016-11-10,B
93.47450786773602,2016-11-11,B
93.52749505841169,2016-11-14,B
92.25139300655276,2016-11-15,B
92.6579295965024,2016-11-16,B
90.8460864461842,2016-11-17,B
92.26968099527326,2016-11-18,B
91.70734981186841,2016-11-21,B
93.91656122726128,2016-11-22,B
92.13048804882813,2016-11-23,B
94.50438654640928,2016-11-25,B
94.7473149332066,2016-11-28,B
93.60471986249573,2016-11-29,B
96.27322616539266,2016-11-30,B
96.49529801580991,2016-12-01,B
97.02338261821984,2016-12-02,B
96.50506703372528,2016-12-05,B
98.8932336108936,2016-12-06,B
97.89711389102638,2016-12-07,B
97.99051791211899,2016-12-08,B
97.32260000897432,2016-12-09,B
97.23362350718472,2016-12-12,B
98.16060227515855,2016-12-13,B
98.09988356446931,2016-12-14,B
99.43077149203111,2016-12-15,B
99.85154881581289,2016-12-16,B
99.77168199407996,2016-12-19,B
98.57347327563868,2016-12-20,B
98.87673382540558,2016-12-21,B
96.86460249679232,2016-12-22,B
97.55459168973407,2016-12-23,B
96.75444212751852,2016-12-27,B
96.53636247536876,2016-12-28,B
96.66687806079284,2016-12-29,B
97.09818655273773,2016-12-30,B
97.4246794626995,2017-01-03,B
96.25321335171205,2017-01-04,B
98.07707212588463,2017-01-05,B
97.47637619492231,2017-01-06,B
97.17261330376051,2017-01-09,B
98.18287590193282,2017-01-10,B
96.60731464543798,2017-01-11,B
96.18490557060629,2017-01-12,B
98.12929159587712,2017-01-13,B
99.04024505384292,2017-01-17,B
100.40711408022766,2017-01-18,B
97.6142634549575,2017-01-19,B
96.91469086777869,2017-01-20,B
96.03308160246988,2017-01-23,B
94.67758089626902,2017-01-24,B
93.14393329306974,2017-01-25,B
93.35420474896627,2017-01-26,B
94.29333544746564,2017-01-27,B
95.22833211549626,2017-01-30,B
94.92344677569346,2017-01-31,B
95.59245920214356,2017-02-01,B
95.62790240963264,2017-02-02,B
94.0018889402374,2017-02-03,B
92.47296426289,2017-02-06,B
91.51783770990026,2017-02-07,B
91.40255608848152,2017-02-08,B
93.25854765424515,2017-02-09,B
93.18331166208614,2017-02-10,B
92.13037753774564,2017-02-13,B
91.84356701430782,2017-02-14,B
92.79502254361455,2017-02-15,B
92.6785069248823,2017-02-16,B
91.8735732122646,2017-02-17,B
91.44690931230701,2017-02-21,B
92.26204094774529,2017-02-22,B
90.81548030617226,2017-02-23,B
89.80658306431484,2017-02-24,B
90.17597659469678,2017-02-27,B
90.10693334426504,2017-02-28,B
89.44123556809093,2017-03-01,B
90.92017727921954,2017-03-02,B
91.24226722173694,2017-03-03,B
91.10636066606065,2017-03-06,B
90.90706267487296,2017-03-07,B
89.36541587627681,2017-03-08,B
89.16817853896772,2017-03-09,B
89.28109777301604,2017-03-10,B
88.18385663504705,2017-03-13,B
89.63284881040232,2017-03-14,B
88.95617195420631,2017-03-15,B
89.96502203996023,2017-03-16,B
88.59562207274043,2017-03-17,B
88.82540278976087,2017-03-20,B
89.24678330072808,2017-03-21,B
88.78047795214775,2017-03-22,B
88.9487272120044,2017-03-23,B
89.41478854695114,2017-03-24,B
88.92248149816561,2017-03-27,B
87.988788488148,2017-03-28,B
87.11638341153639,2017-03-29,B
86.1198554718709,2017-03-30,B
86.242127233922,2017-03-31,B
86.43147343476782,2017-04-03,B
89.07269450186917,2017-04-04,B
88.17254919729515,2017-04-05,B
88.46359793269824,2017-04-06,B
88.30925697543307,2017-04-07,B
88.65761522857981,2017-04-10,B
90.5081199838781,2017-04-11,B
92.4979509692623,2017-04-12,B
90.68911515608092,2017-04-13,B
89.71974497585497,2017-04-17,B
89.12558905248157,2017-04-18,B
90.8676249539463,2017-04-19,B
91.09032198614868,2017-04-20,B
90.82320328206988,2017-04-21,B
91.0722931006302,2017-04-24,B
92.69459816226578,2017-04-25,B
91.35337139111843,2017-04-26,B
92.18726462872965,2017-04-27,B
91.21147804499351,2017-04-28,B
91.79642103161204,2017-05-01,B
92.73325664817861,2017-05-02,B
94.02812162396309,2017-05-03,B
94.96062057331646,2017-05-04,B
95.03945744418283,2017-05-05,B
94.44790715081704,2017-05-08,B
92.04511385264384,2017-05-09,B
90.68985148876533,2017-05-10,B
90.01302130697961,2017-05-11,B
90.10756969547089,2017-05-12,B
88.54779614197132,2017-05-15,B
88.35010517052422,2017-05-16,B
90.74087293165948,2017-05-17,B
91.49142536675627,2017-05-18,B
92.66721888788159,2017-05-19,B
94.07897719543152,2017-05-22,B
93.82942095694445,2017-05-23,B
91.06857281399579,2017-05-24,B
92.62917864757621,2017-05-25,B
91.9298298269509,2017-05-26,B
92.22086001780352,2017-05-30,B
93.16304289633705,2017-05-31,B
94.85710014228668,2017-06-01,B
92.99913773397444,2017-06-02,B
90.53482833177634,2017-06-05,B
90.93567181705905,2017-06-06,B
90.99269787228859,2017-06-07,B
91.93666221991097,2017-06-08,B
91.37121707577406,2017-06-09,B
91.25853315210013,2017-06-12,B
91.06518272817927,2017-06-13,B
89.739451456876,2017-06-14,B
90.05827140475263,2017-06-15,B
89.6027597465541,2017-06-16,B
89.26635772866344,2017-06-19,B
87.92067133714045,2017-06-20,B
86.4712243241644,2017-06-21,B
86.96530035968235,2017-06-22,B
85.98096349798118,2017-06-23,B
85.29307815608935,2017-06-26,B
86.52142468257212,2017-06-27,B
85.5969736206676,2017-06-28,B
86.38499946064206,2017-06-29,B
87.47975707277152,2017-06-30,B
